#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-13T21:38:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b9ad8a317a66
#INFO	-out.max=unlimited
#INFO	queryParameters=33
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/141/166&tab:{J/AJ/141/166/vars}&key:source=J/AJ/141/166/vars&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/141/166/vars
#-order=I
#-out=HAT
#-out=n_HAT
#-out=pmRA
#-out=pmDE
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=Vmag
#-out=r_Vmag
#-out=Pe
#-out=dR.e1
#-out=dR.e2
#-out=Qe
#-out=Pt
#-out=dR.t1
#-out=dR.t2
#-out=Qt
#-out=N
#-out=2M
#2M=2M
#-out=Simbad
#Simbad=Simbad
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_51410166
#Name: J/AJ/141/166
#Title: HATNet variability survey of K and M dwarfs (Hartman+, 2011)
#Table	J_AJ_141_166_vars:
#Name: J/AJ/141/166/vars
#Title: Catalog of periodic variables (table6)
#Column	HAT	(A11)	HAT designation (FFF-NNNNNNN)	[ucd=meta.id,meta.main]
#Column	n_HAT	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	pmRA	(F8.2)	PPMX Proper motion in Right Ascension	[ucd=pos.pm,pos.eq.ra]
#Column	pmDE	(F8.2)	PPMX Proper motion in Declination	[ucd=pos.pm,pos.eq.dec]
#Column	Jmag	(F7.3)	2MASS J apparent magnitude	[ucd=phot.mag,em.IR.J]
#Column	Hmag	(F7.3)	2MASS H apparent magnitude	[ucd=phot.mag,em.IR.H]
#Column	Kmag	(F7.3)	2MASS Ks apparent magnitude	[ucd=phot.mag,em.IR.K]
#Column	Vmag	(F7.3)	Magnitude (apparent) in V filter	[ucd=phot.mag,em.opt.V]
#Column	r_Vmag	(I1)	[0/2] Source for Vmag (G1)	[ucd=meta.ref,pos.frame]
#Column	Pe	(F10.6)	? Period from AH applied to the EPD light curves (1)	[ucd=time.period]
#Column	dR.e1	(F6.3)	? R Amplitude of EPD lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.e2	(F6.3)	? R Amplitude of TFA lc phased at Pe (2)	[ucd=phot.mag,em.opt.R]
#Column	Qe	(I1)	[0/2] Quality flag for AH/EPD (3)	[ucd=meta.code.qual]
#Column	Pt	(F10.6)	? Period from AH applied to the TFA light curves (1)	[ucd=time.period]
#Column	dR.t1	(F6.3)	? R Amplitude of EPD lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	dR.t2	(F6.3)	? R Amplitude of TFA lc phased at Pt (2)	[ucd=phot.mag,em.opt.R]
#Column	Qt	(I1)	[0/2] Quality flag for AH/TFA, 0=ok (3)	[ucd=meta.code.qual]
#Column	N	(I2)	Number of other 2MASS sources within 30" of the source	[ucd=meta.number]
#Column	2M	(A2)	Display details of the 2MASS data (Cutri et al. 2003, Cat. II/246)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	RAJ2000	(A11)	2MASS Right Ascension J2000	[ucd=pos.eq.ra,meta.main]
#Column	DEJ2000	(A11)	2MASS Declination J2000	[ucd=pos.eq.dec,meta.main]
# , ,mas/yr,mas/yr,mag,mag,mag,mag, ,d,mag,mag, ,d,mag,mag, , , , ,"h:m:s","d:m:s"
#-----------,-,--------,--------,-------,-------,-------,-------,-,----------,------,------,-,----------,------,------,-,--,--,------,-----------,-----------
HAT,n_HAT,pmRA,pmDE,Jmag,Hmag,Kmag,Vmag,r_Vmag,Pe,dR.e1,dR.e2,Qe,Pt,dR.t1,dR.t2,Qt,N,2M,Simbad,RAJ2000,DEJ2000
239-0000513,X, -234.14,  358.51,  8.229,  7.637,  7.351, 12.028,1, 20.377459,      ,      ,0,  1.454184,      ,      ,1, 1,2M,Simbad,17 19 52.98,+26 30 02.6
239-0000567, ,   45.31,  -72.31,  8.514,  7.912,  7.721, 11.305,0, 40.026991,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 06 48.81,+32 12 00.6
239-0000649,X,  -36.06,  118.10,  8.642,  7.987,  7.809, 11.547,0, 16.146671,      ,      ,0,  8.148393,      ,      ,0, 1,2M,Simbad,16 51 07.30,+28 36 01.0
239-0000726, ,  205.11,   93.62,  8.816,  8.213,  8.022, 11.627,0, 60.625063,      ,      ,1,          ,      ,      ,2, 1,2M,Simbad,16 59 01.72,+29 38 05.9
239-0000868, ,   19.77,  -73.37,  8.987,  8.387,  8.155, 12.921,1, 33.084183,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 10 25.46,+27 58 40.0
239-0001112, ,  -19.03, -188.75,  9.195,  8.506,  8.270, 12.448,0, 35.582319,      ,      ,0, 35.741069,      ,      ,0, 4,2M,Simbad,17 10 07.94,+28 33 13.3
239-0001123,X,  -23.95,   58.69,  9.390,  8.817,  8.617, 11.888,1,  7.791752,      ,      ,0,  8.009890,      ,      ,0, 0,2M,Simbad,16 55 37.66,+29 06 25.2
239-0001175, ,   78.61,  118.50,  9.314,  8.639,  8.435, 12.639,1, 37.941663,      ,      ,0, 37.236232,      ,      ,0, 0,2M,Simbad,17 10 49.00,+32 27 24.3
239-0001336, ,  153.04,  -71.30,  9.504,  8.842,  8.651, 12.388,0, 23.346177,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 07 21.40,+31 52 03.5
239-0001407, ,  -33.29,   84.83,  9.596,  8.895,  8.749, 12.670,1, 18.667587,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 02 25.50,+27 47 53.9
239-0001660, ,  -19.11,  -64.34,  9.709,  9.060,  8.812, 13.274,1, 21.879629,      ,      ,0, 23.010878,      ,      ,0, 1,2M,Simbad,16 51 41.71,+28 57 53.5
239-0001676, , -380.30,  248.62,  9.771,  9.152,  8.914, 13.287,0, 57.164242,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,16 58 26.95,+31 04 27.0
239-0001724, , -122.84,  -25.71,  9.868,  9.239,  9.051, 12.245,1, 29.765197,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 48 14.19,+27 18 50.6
239-0001843, , -190.43,   82.40,  9.934,  9.274,  9.089, 12.879,0, 43.504947,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 01 59.84,+27 57 10.6
239-0001845,X,   49.68,  -29.86, 10.490,  9.944,  9.621, 13.902,1,  0.669865,      ,      ,0,  0.669921,      ,      ,0, 1,2M,Simbad,17 10 44.52,+27 27 43.9
239-0001975,X,   33.11,   53.73,  9.969,  9.328,  9.093, 13.702,1,  2.366523,      ,      ,0,  2.365825,      ,      ,0, 1,2M,Simbad,16 57 20.90,+31 10 38.6
239-0002012, ,   54.17,  -47.83, 10.091,  9.392,  9.267, 13.130,1, 20.428949,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 57 10.54,+26 43 54.9
239-0002113, ,   27.16,  -35.81, 10.167,  9.531,  9.375, 12.564,1, 11.848153,      ,      ,0, 11.830656,      ,      ,0, 0,2M,Simbad,17 05 23.47,+32 47 36.6
239-0002218,x,  -52.16,  -17.21, 10.248,  9.624,  9.480, 12.692,1,  0.578407,      ,      ,0,  0.578574,      ,      ,0, 1,2M,Simbad,17 00 46.99,+30 14 00.5
239-0002447, ,  -69.45, -139.95, 10.273,  9.680,  9.446, 13.531,1, 46.809629,      ,      ,0, 42.354876,      ,      ,1, 1,2M,Simbad,17 03 37.05,+32 48 59.3
239-0003125, ,   99.56, -226.23, 10.619, 10.018,  9.803, 14.197,0, 47.084753,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 58 45.00,+27 46 16.0
239-0003542, ,  -25.38,   57.75, 10.746, 10.034,  9.877, 13.447,1, 15.401641,      ,      ,0, 15.284102,      ,      ,0, 0,2M,Simbad,16 55 21.54,+27 07 47.4
239-0004032, ,  -21.22,  -27.77, 11.026, 10.345, 10.241, 13.610,1, 17.639954,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 12 47.57,+26 50 24.7
239-0004282, ,  -40.46,   52.57, 10.977, 10.342, 10.118, 14.234,1, 20.908826,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 55 53.13,+31 49 30.8
239-0004365, ,   37.06,  -33.11, 11.020, 10.396, 10.177, 14.469,1, 19.773432,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 16 12.05,+31 43 07.7
239-0004419, ,  -62.34,   67.54, 11.026, 10.326, 10.155, 14.225,1, 37.063954,      ,      ,0, 35.114419,      ,      ,1, 3,2M,Simbad,17 07 34.72,+30 38 44.5
239-0004600, ,   17.96,  -70.26, 11.055, 10.385, 10.175, 14.579,1, 43.037505,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,16 59 08.54,+26 29 47.2
239-0004732, ,  -11.66,   30.67, 11.248, 10.627, 10.486, 13.720,1, 12.794280,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,16 53 38.10,+33 24 58.1
239-0004976, ,   35.25,  -21.41, 11.267, 10.619, 10.468, 14.031,1, 14.969932,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,16 57 11.78,+31 14 40.7
239-0005580, ,  -51.66,   28.39, 11.328, 10.750, 10.486, 14.993,1,  1.262344,      ,      ,0,  1.260557,      ,      ,0, 4,2M,Simbad,17 14 02.64,+32 07 48.2
239-0005732, ,   17.41,  -72.54, 11.344, 10.655, 10.461, 14.412,1,  0.119384,      ,      ,0,  0.119384,      ,      ,0, 2,2M,Simbad,17 08 01.82,+30 00 09.0
239-0006737, ,   -2.45,   41.91, 11.601, 10.937, 10.751, 13.967,1,  9.302798,      ,      ,0,  9.270502,      ,      ,0, 1,2M,Simbad,17 12 57.04,+26 55 00.5
239-0007948, , -264.71,  -22.00, 11.918, 11.344, 11.159, 14.596,1,          ,      ,      ,2,  2.031118,      ,      ,0, 2,2M,Simbad,16 54 55.20,+29 49 11.9
239-0008451, ,  -26.63,  -25.64, 11.967, 11.313, 11.164, 14.499,1, 25.830290,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 04 43.41,+28 08 53.4
239-0009420, ,  -40.51,   66.78, 12.112, 11.442, 11.302, 14.443,1, 24.119368,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,16 58 20.69,+27 18 06.0
239-0009470,X,  -29.16,   31.63, 12.066, 11.413, 11.226, 14.757,1,  3.115744,      ,      ,0,  3.129131,      ,      ,0, 0,2M,Simbad,16 57 27.32,+32 04 42.1
239-0010415, ,   36.79,   -4.44, 12.209, 11.539, 11.374, 14.769,1,  8.949451,      ,      ,1,          ,      ,      ,2, 0,2M,Simbad,17 13 52.22,+29 37 26.9
239-0016504, ,  -20.23,  -25.44, 12.945, 12.297, 12.172, 14.893,1,          ,      ,      ,2, 26.290991,      ,      ,1, 0,2M,Simbad,16 51 15.19,+33 40 19.8
240-0000733,X, -120.63,   71.31,  8.524,  7.917,  7.707, 11.266,0, 12.089956,      ,      ,0, 12.278552,      ,      ,0, 0,2M,Simbad,17 38 00.78,+33 29 45.7
240-0000951, ,   26.59, -186.16,  8.828,  8.162,  7.971, 12.913,1, 30.252568,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,17 39 32.23,+27 46 36.7
240-0001727,X,  -81.44,  143.27,  9.456,  8.815,  8.577, 13.717,1, 19.841457,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,17 30 26.73,+33 44 52.3
240-0001822, ,   23.80, -211.73,  9.606,  8.917,  8.775, 12.320,1, 23.807556,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 41 09.16,+29 25 01.5
240-0002028, ,  -40.31,   87.52,  9.848,  9.247,  9.121, 12.143,0, 21.959368,      ,      ,0, 21.774485,      ,      ,0, 1,2M,Simbad,17 26 52.33,+29 56 53.0
240-0002199,X,   50.38,   -7.95,  9.796,  9.213,  8.970, 13.448,1,  5.338101,      ,      ,0,  5.339675,      ,      ,0, 1,2M,Simbad,17 27 19.51,+27 09 01.0
240-0002822, ,    8.99,   49.12, 10.147,  9.501,  9.327, 13.258,1, 27.216435,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,17 37 26.85,+31 13 05.1
240-0003339,X,  -13.00,  103.42, 10.266,  9.625,  9.386, 14.172,1,  1.669868,      ,      ,0,  1.669714,      ,      ,0, 1,2M,Simbad,17 30 03.47,+29 30 11.7
240-0003553, ,   10.79,   36.63, 10.455,  9.823,  9.652, 12.368,1,  3.040387,      ,      ,0,  3.042431,      ,      ,0, 3,2M,Simbad,17 21 27.69,+30 28 53.1
240-0003568, ,  -45.68,   10.43, 10.436,  9.823,  9.622, 13.534,1, 13.804687,      ,      ,0, 13.752254,      ,      ,0, 3,2M,Simbad,17 42 16.77,+33 35 34.2
240-0003774, ,    6.84,   32.90, 10.574,  9.964,  9.808, 13.284,1, 11.542662,      ,      ,0, 11.609279,      ,      ,0, 0,2M,Simbad,17 29 06.20,+33 08 50.0
240-0004053, ,   61.87,   -2.37, 10.520,  9.893,  9.657, 14.006,1,          ,      ,      ,2, 22.617803,      ,      ,0, 1,2M,Simbad,17 38 27.17,+29 20 48.4
240-0004176, ,  -32.38,   57.07, 10.654, 10.011,  9.812, 14.187,1,  7.921933,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,17 35 54.06,+27 49 33.6
240-0004415, ,   -7.03,  -42.18, 10.596,  9.825,  9.665, 13.011,1, 26.645877,      ,      ,0, 29.706511,      ,      ,0, 2,2M,Simbad,17 37 40.57,+26 47 03.5
240-0006317, ,  -77.77,   48.74, 11.235, 10.596, 10.469, 12.934,1, 29.039399,      ,      ,0, 28.671474,      ,      ,1, 2,2M,Simbad,17 28 40.65,+28 40 00.6
240-0006399, ,   28.68,   14.37, 11.166, 10.430, 10.317, 14.113,1,          ,      ,      ,2, 19.928824,      ,      ,0, 1,2M,Simbad,17 33 28.46,+28 59 27.9
240-0007086, ,   -4.49,   31.99, 11.229, 10.638, 10.372, 14.601,1,          ,      ,      ,2,  1.929756,      ,      ,0, 1,2M,Simbad,17 33 20.60,+28 16 58.2
240-0007557, ,  -13.39,  -97.74, 11.385, 10.733, 10.562, 14.139,1, 25.663778,      ,      ,0, 25.663778,      ,      ,0, 1,2M,Simbad,17 29 52.89,+26 45 47.5
240-0009504, ,  -24.81,  -63.27, 11.704, 11.048, 10.890, 14.626,1,  3.101326,      ,      ,0,  3.101326,      ,      ,1, 2,2M,Simbad,17 24 17.67,+27 30 21.6
240-0010762, ,   15.23,   30.13, 11.838, 11.199, 11.008, 14.897,1,  3.374152,      ,      ,0,  3.372895,      ,      ,0, 0,2M,Simbad,17 35 54.33,+27 07 28.7
240-0011966, ,  -26.73,   15.78, 12.069, 11.426, 11.297, 13.924,1, 22.646096,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 22 34.50,+28 19 00.0
240-0021921, ,  -37.11,  -21.95, 12.887, 12.316, 12.128, 14.800,1,  0.784819,      ,      ,0,  0.784887,      ,      ,0, 1,2M,Simbad,17 26 17.38,+33 38 03.9
240-0022031, ,  -36.77,   -1.42, 12.773, 12.050, 11.891, 15.303,1,  0.781566,      ,      ,0,  0.781499,      ,      ,0, 2,2M,Simbad,17 33 37.35,+27 39 21.2
240-0024143,X,   30.43,   18.61, 12.902, 12.253, 12.038, 14.530,1,  0.235198,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,17 43 45.34,+26 52 53.2
241-0000480, ,    3.97, -231.55,  7.882,  7.255,  7.144, 10.162,0,          ,      ,      ,2,  9.716096,      ,      ,0, 4,2M,Simbad,17 55 50.04,+33 25 14.6
241-0000722, ,   51.02,  196.31,  8.232,  7.660,  7.434, 11.425,0, 32.146549,      ,      ,0,          ,      ,      ,2, 3,2M,Simbad,18 09 40.71,+31 52 12.4
241-0001550, , -129.65,  150.92,  9.058,  8.450,  8.234, 12.471,1, 43.486848,      ,      ,0,          ,      ,      ,2, 0,2M,Simbad,18 00 45.44,+29 33 56.7
241-0001689, ,  135.38,   16.46,  9.162,  8.526,  8.342, 12.310,1, 15.566872,      ,      ,0, 15.484540,      ,      ,0, 1,2M,Simbad,17 58 08.88,+30 07 25.6
241-0002328, ,   10.53,   55.91,  9.606,  9.009,  8.825, 12.117,0, 23.836704,      ,      ,0, 23.314696,      ,      ,0, 0,2M,Simbad,18 00 41.73,+27 34 18.2
241-0003734, ,  -41.99,   87.25, 10.082,  9.392,  9.237, 13.147,1, 32.684869,      ,      ,0,          ,      ,      ,2, 2,2M,Simbad,18 05 22.33,+31 10 40.6
241-0003906, ,   38.71,   19.78, 10.197,  9.595,  9.421, 12.762,1, 10.438322,      ,      ,0, 11.421748,      ,      ,0, 4,2M,Simbad,18 23 25.24,+29 33 49.8
241-0003920,X,    6.85,  -41.17, 10.142,  9.497,  9.315, 13.028,1,  3.621893,      ,      ,0,  3.621168,      ,      ,0, 4,2M,Simbad,17 53 38.58,+29 12 26.3
241-0004193,X,   68.54,   29.08, 10.183,  9.631,  9.350, 14.685,1,  0.691130,      ,      ,0,  0.691024,      ,      ,0, 4,2M,Simbad,17 54 17.85,+33 02 19.1
241-0005487, ,   17.43,  -33.17, 10.616, 10.002,  9.827, 13.268,1,          ,      ,      ,2, 13.526204,      ,      ,0, 1,2M,Simbad,17 53 54.08,+30 14 52.0
241-0007747, ,   36.26,  -56.58, 10.965, 10.366, 10.130, 14.320,1,          ,      ,      ,2,  5.689618,      ,      ,0, 1,2M,Simbad,18 01 02.03,+30 07 39.4
241-0013885, ,  -16.20,  -25.40, 11.780, 11.125, 10.971, 14.349,1,          ,      ,      ,2,  1.595687,      ,      ,0, 3,2M,Simbad,17 53 43.69,+30 08 38.4
241-0016000, ,   18.90,  -33.01, 11.963, 11.284, 11.146, 13.926,1,          ,      ,      ,2,  9.070011,      ,      ,0, 4,2M,Simbad,18 22 41.51,+30 10 36.4
241-0021236, ,    7.93,   41.12, 12.392, 11.780, 11.633, 14.590,1,          ,      ,      ,2,  0.646645,      ,      ,0, 2,2M,Simbad,17 58 30.62,+31 44 33.2
241-0024601, ,   26.92,   32.69, 12.590, 11.963, 11.831, 15.130,1,          ,      ,      ,2,  6.389703,      ,      ,0, 3,2M,Simbad,18 21 47.72,+28 27 00.5
241-0028663, ,  -44.35,  -18.99, 12.749, 12.115, 11.955, 14.347,1,          ,      ,      ,2,  1.285602,      ,      ,0, 1,2M,Simbad,17 59 55.50,+26 16 33.8
242-0004054,X,   41.05,  -31.98,  9.850,  9.189,  9.072, 12.064,1,  0.481740,      ,      ,0,  0.481740,      ,      ,0, 6,2M,Simbad,18 47 51.95,+27 57 03.5
242-0006782,X,   14.46,   47.77, 10.402,  9.775,  9.622, 12.657,1,          ,      ,      ,2,  6.803451,      ,      ,0, 2,2M,Simbad,18 24 49.37,+32 32 46.4
242-0008335,X,   10.12,  -87.06, 10.638, 10.016,  9.857, 13.279,1,  1.789157,      ,      ,0,  1.789795,      ,      ,0, 1,2M,Simbad,18 30 14.92,+31 54 56.0
242-0009777, ,  -27.68,  -20.42, 10.846, 10.270, 10.091, 13.331,1,  7.943016,      ,      ,0,  8.123021,      ,      ,0, 7,2M,Simbad,18 54 24.86,+26 40 08.3
242-0010212, ,  -69.81, -126.47, 10.903, 10.268, 10.137, 13.143,1,  3.127034,      ,      ,0,  3.111522,      ,      ,0, 3,2M,Simbad,18 44 18.40,+31 39 40.2
242-0014040, ,   -0.35,   56.60, 11.116, 10.344, 10.194, 12.934,1,          ,      ,      ,2,  0.202757,      ,      ,0, 3,2M,Simbad,18 48 52.34,+32 52 35.8
242-0036021, ,   33.40,   50.24, 12.477, 11.827, 11.698, 11.802,1,          ,      ,      ,2,  0.226437,      ,      ,0, 5,2M,Simbad,18 55 29.41,+30 48 32.6
242-0039667, ,   11.92,  -33.13, 12.593, 11.971, 11.819, 14.785,1,  4.882577,      ,      ,0,          ,      ,      ,2, 1,2M,Simbad,18 29 51.54,+28 16 12.8
243-0083461,x,    9.36, -102.00, 12.564, 11.828, 11.689, 13.801,1,          ,      ,      ,2,  0.613261,      ,      ,0,10,2M,Simbad,18 56 24.91,+26 27 31.2
246-0010957, ,  -63.57,   -0.35, 10.404,  9.809,  9.630, 12.725,2, 16.187839, 0.019, 0.006,0,          ,      ,      ,2, 4,2M,Simbad,20 45 30.41,+26 46 56.3
246-0024430, ,   57.96,   26.39, 11.241, 10.599, 10.422, 13.870,1,          ,      ,      ,2,  6.505494, 0.042, 0.018,0, 4,2M,Simbad,20 58 00.86,+27 22 24.6
246-0034497, ,    0.23,  -30.82, 11.690, 11.083, 10.911, 13.735,1,  1.446784, 0.024, 0.022,1,  1.445295, 0.023, 0.025,0, 8,2M,Simbad,20 41 54.91,+26 32 56.4
247-0020585, ,  -22.94,  -31.64, 11.653, 11.057, 10.879, 13.959,1,  8.160228, 0.208, 0.118,0,  8.206830, 0.235, 0.122,0, 3,2M,Simbad,21 24 14.41,+26 51 44.2
249-0001880,X,   64.56,    3.36,  9.328,  8.693,  8.441, 13.161,1,          ,      ,      ,2, 14.753648,      ,      ,0, 1,2M,Simbad,22 18 42.66,+33 21 13.7
249-0005381, ,  -64.24,  -27.77, 10.630,  9.956,  9.754, 13.905,1,          ,      ,      ,2,  1.809827,      ,      ,0, 3,2M,Simbad,22 14 21.51,+33 37 21.0
260-0001519, ,  155.66, -145.44,  9.345,  8.681,  8.466, 12.949,0,          ,      ,      ,2, 39.082980, 0.035, 0.021,1, 2,2M,Simbad,04 02 24.41,+24 41 24.7
260-0001794,X,   27.43,  -58.57,  9.587,  8.909,  8.730, 12.638,1,          ,      ,      ,2,  0.863178, 0.018, 0.018,0, 3,2M,Simbad,03 57 33.94,+24 45 10.6
260-0002687,X,   16.37,  -35.61, 10.099,  9.454,  9.247, 13.420,1,  5.561277, 0.046, 0.041,0,  5.559367, 0.046, 0.041,0, 0,2M,Simbad,04 09 51.13,+24 46 21.1
260-0002857, ,   23.43,  -59.63, 10.199,  9.599,  9.370, 14.322,1,  1.527338, 0.031, 0.028,0,  2.877588, 0.032, 0.019,0, 2,2M,Simbad,04 11 36.38,+25 04 41.9
260-0002964,x,    8.18,  -45.90, 10.268,  9.698,  9.464, 14.207,1,          ,      ,      ,2,  9.200111, 0.062, 0.047,0, 2,2M,Simbad,04 03 49.31,+26 10 52.0
260-0003299,x,  -20.43,  -33.70, 10.373,  9.752,  9.532, 13.844,1,  9.205344, 0.071, 0.064,0,  9.231599, 0.073, 0.068,0, 1,2M,Simbad,04 03 50.84,+26 10 53.2
260-0006534,X,  -37.09,   10.83, 11.255, 10.614, 10.402, 14.611,1,  2.219974, 0.048, 0.043,0,  2.218757, 0.050, 0.044,0, 0,2M,Simbad,04 13 31.33,+25 10 37.4
260-0006872,x,   22.34,  -47.28, 11.374, 10.711, 10.547, 14.139,1,  3.327887, 0.113, 0.088,0,  3.329256, 0.117, 0.096,0, 1,2M,Simbad,03 56 23.49,+24 49 56.8
260-0008393, ,   49.64,  -38.58, 11.627, 10.944, 10.781, 14.324,1,  0.952264, 0.084, 0.069,0,  0.952320, 0.084, 0.068,0, 1,2M,Simbad,04 10 12.56,+25 22 12.5
260-0008598, ,   26.06,  -43.39, 11.600, 10.888, 10.707, 14.565,1,          ,      ,      ,2,  2.500168, 0.148, 0.122,0, 0,2M,Simbad,03 52 59.14,+24 54 05.5
260-0010081, ,   14.31,  -45.45, 11.785, 11.055, 10.862, 14.844,1,  0.458919, 0.026, 0.023,0,  0.458867, 0.026, 0.023,0, 1,2M,Simbad,04 02 53.61,+25 35 40.4
260-0019295, ,   -8.35,  -30.85, 12.698, 12.075, 11.797, 15.300,1,          ,      ,      ,2, 38.801868, 0.078, 0.040,1, 2,2M,Simbad,04 00 45.72,+25 49 20.9
261-0000469,X,   99.64,  -64.18,  8.168,  7.583,  7.385, 10.626,0,  5.620124, 0.046, 0.024,0,  5.612599, 0.044, 0.025,0, 0,2M,Simbad,04 40 09.21,+25 35 32.7
261-0001833, ,  105.55,  -56.85,  9.680,  9.038,  8.827, 12.889,1, 18.316511, 0.014, 0.008,0, 18.021214, 0.013, 0.006,0, 1,2M,Simbad,04 29 10.97,+26 14 48.5
261-0005543, ,   -2.05,  -30.78, 11.147, 10.528, 10.349, 14.136,1, 20.715230, 0.029, 0.020,1,          ,      ,      ,2, 3,2M,Simbad,04 27 23.55,+24 57 00.7
261-0005576, ,  -19.45,  -36.84, 11.064, 10.520, 10.226, 14.267,1,  1.701658, 0.034, 0.033,0,  1.702004, 0.033, 0.032,0, 1,2M,Simbad,04 34 13.88,+25 58 35.0
261-0006127, ,   27.62,  -25.23, 11.323, 10.701, 10.552, 14.120,1,  3.840406, 0.082, 0.079,0,  3.839495, 0.081, 0.076,0, 3,2M,Simbad,04 19 35.05,+25 09 02.9
261-0008527, ,   28.35,  -31.98, 11.713, 11.141, 10.933, 14.394,1,  3.408363, 0.042, 0.038,0,  3.416698, 0.044, 0.039,0, 1,2M,Simbad,04 35 37.65,+25 25 06.7
261-0008795, ,   69.97,   15.26, 11.696, 11.140, 10.882, 15.221,1,          ,      ,      ,2,  0.627910, 0.071, 0.072,0, 2,2M,Simbad,04 15 32.02,+25 57 16.9
261-0009366, ,   24.68,  -43.80, 11.635, 10.949, 10.693, 14.675,1, 66.692074, 0.091, 0.069,1,          ,      ,      ,2, 1,2M,Simbad,04 34 55.46,+25 07 43.0
261-0274622, ,   -3.02, -106.32, 10.958, 10.297, 10.059, 14.416,1,          ,      ,      ,2, 35.718877, 0.031, 0.023,1, 0,2M,Simbad,04 23 54.53,+25 37 14.0
262-0004062, ,   38.88,  -40.28, 10.255,  9.620,  9.470, 12.737,1,          ,      ,      ,2, 14.029471, 0.020, 0.006,0, 1,2M,Simbad,04 59 31.06,+24 44 15.3
262-0007355, ,   37.52,  -14.61, 11.962, 11.394, 11.190, 14.193,1,          ,      ,      ,2,  0.136062, 0.027, 0.025,0, 2,2M,Simbad,04 48 26.60,+24 50 22.4
262-0015868, ,   -7.96,  -58.32, 11.849, 11.261, 11.035, 15.005,1,  0.213416, 0.052, 0.050,0,  0.175805, 0.052, 0.051,0, 2,2M,Simbad,05 09 45.05,+25 06 01.3
262-0016246, ,   11.80,  -32.36, 11.921, 11.355, 11.141, 14.561,1,  1.174876, 0.024, 0.019,0,  1.175618, 0.024, 0.019,0, 4,2M,Simbad,05 01 21.71,+25 43 17.3
266-0003226,X,  -79.00,  -28.85,  9.610,  8.965,  8.774, 13.325,1,  0.523783, 0.017, 0.012,0,  0.523811, 0.017, 0.012,0, 2,2M,Simbad,07 08 13.45,+18 46 38.5
266-0014089, ,  -25.77,  -17.18, 11.328, 10.652, 10.472, 14.146,1,  0.539189, 0.025, 0.017,0,  0.539220, 0.025, 0.018,0, 0,2M,Simbad,07 14 30.57,+24 21 26.4
266-0017462, ,  -29.88,  -24.34, 11.622, 10.918, 10.776, 13.852,1,  0.292447, 0.018, 0.015,0,  0.292443, 0.018, 0.015,0, 2,2M,Simbad,07 11 08.06,+20 48 33.1
266-0020204, ,   25.11,  -16.85, 11.801, 11.139, 10.959, 14.278,1,          ,      ,      ,2,  6.829896, 0.039, 0.022,0, 0,2M,Simbad,07 12 38.22,+21 11 11.8
266-0025021, ,  -27.61,   14.02, 12.164, 11.521, 11.383, 13.811,1, 11.292520, 0.020, 0.009,0,          ,      ,      ,2, 2,2M,Simbad,07 12 27.75,+24 44 44.8
